Дата;Температура, °С
01-05-2020;16.29
02-05-2020;16.57
03-05-2020;16.29
04-05-2020;16.64
05-05-2020;16.90
06-05-2020;16.05
07-05-2020;15.04
08-05-2020;13.80
09-05-2020;11.87
10-05-2020;12.46
11-05-2020;14.83
12-05-2020;17.11
13-05-2020;16.26
14-05-2020;13.29
15-05-2020;17.57
16-05-2020;16.20
17-05-2020;14.18
18-05-2020;15.23
19-05-2020;15.70
20-05-2020;16.67
21-05-2020;16.87
22-05-2020;14.59
23-05-2020;12.43
24-05-2020;12.43
25-05-2020;13.74
26-05-2020;15.37
27-05-2020;17.62
28-05-2020;20.48
29-05-2020;20.22
30-05-2020;17.90
31-05-2020;17.99
