Дата;Температура, °С
31-08-2017;15.50
01-09-2017;14.04
02-09-2017;13.45
03-09-2017;13.02
04-09-2017;14.23
05-09-2017;10.40
06-09-2017;8.63
07-09-2017;8.93
08-09-2017;8.76
09-09-2017;7.33
10-09-2017;8.39
11-09-2017;11.53
12-09-2017;12.18
13-09-2017;9.67
14-09-2017;8.49
15-09-2017;10.28
16-09-2017;13.70
17-09-2017;11.30
18-09-2017;11.62
19-09-2017;10.76
20-09-2017;8.70
21-09-2017;8.09
22-09-2017;6.82
23-09-2017;5.13
24-09-2017;3.70
25-09-2017;2.74
26-09-2017;1.55
27-09-2017;1.49
28-09-2017;1.87
29-09-2017;2.17
30-09-2017;2.84
