Дата;Температура, °С
01-10-2012;19.40
02-10-2012;15.60
03-10-2012;16.50
04-10-2012;16.70
05-10-2012;17.10
06-10-2012;16.50
07-10-2012;15.00
08-10-2012;18.20
09-10-2012;12.60
10-10-2012;11.20
11-10-2012;13.50
12-10-2012;13.90
13-10-2012;9.40
14-10-2012;10.60
15-10-2012;14.90
16-10-2012;15.40
17-10-2012;15.30
18-10-2012;13.80
19-10-2012;12.70
20-10-2012;13.10
21-10-2012;11.60
22-10-2012;10.30
23-10-2012;10.90
24-10-2012;7.90
25-10-2012;5.50
26-10-2012;8.60
27-10-2012;10.20
28-10-2012;10.40
29-10-2012;15.80
30-10-2012;16.90
31-10-2012;10.40
