Дата;Температура, °С
30-01-2016;1.53
31-01-2016;2.07
01-02-2016;3.62
02-02-2016;1.43
03-02-2016;4.74
04-02-2016;7.04
05-02-2016;6.29
06-02-2016;2.35
07-02-2016;-0.29
08-02-2016;-1.10
09-02-2016;0.36
10-02-2016;0.49
11-02-2016;2.07
12-02-2016;3.61
13-02-2016;4.73
14-02-2016;5.56
15-02-2016;7.56
16-02-2016;8.87
17-02-2016;7.60
18-02-2016;0.77
19-02-2016;-1.23
20-02-2016;-2.33
21-02-2016;-1.43
22-02-2016;1.65
23-02-2016;5.16
24-02-2016;5.51
25-02-2016;6.77
26-02-2016;4.47
27-02-2016;6.72
28-02-2016;6.76
29-02-2016;7.00
