Дата;Температура, °С
01-08-2018;15.84
02-08-2018;15.20
03-08-2018;14.88
04-08-2018;17.50
05-08-2018;16.76
06-08-2018;14.48
07-08-2018;14.81
08-08-2018;17.04
09-08-2018;18.89
10-08-2018;19.58
11-08-2018;20.56
12-08-2018;18.28
13-08-2018;16.71
14-08-2018;15.69
15-08-2018;15.58
16-08-2018;16.58
17-08-2018;17.80
18-08-2018;18.65
19-08-2018;19.57
20-08-2018;19.99
21-08-2018;19.65
22-08-2018;17.31
23-08-2018;16.54
24-08-2018;16.61
25-08-2018;17.06
26-08-2018;17.41
27-08-2018;17.39
28-08-2018;16.85
29-08-2018;15.85
30-08-2018;15.21
31-08-2018;13.93
