Дата;Температура, °С
31-03-2020;1.49
01-04-2020;2.26
02-04-2020;1.26
03-04-2020;-0.57
04-04-2020;-1.54
05-04-2020;0.49
06-04-2020;2.83
07-04-2020;1.44
08-04-2020;2.14
09-04-2020;3.71
10-04-2020;5.95
11-04-2020;4.26
12-04-2020;5.94
13-04-2020;6.01
14-04-2020;4.98
15-04-2020;4.22
16-04-2020;3.99
17-04-2020;4.23
18-04-2020;3.94
19-04-2020;3.61
20-04-2020;1.58
21-04-2020;-0.27
22-04-2020;0.43
23-04-2020;2.38
24-04-2020;3.44
25-04-2020;3.83
26-04-2020;4.76
27-04-2020;5.20
28-04-2020;7.02
29-04-2020;10.75
30-04-2020;10.49
