Дата;Температура, °С
01-10-2018;7.24
02-10-2018;8.76
03-10-2018;11.09
04-10-2018;11.75
05-10-2018;6.46
06-10-2018;5.04
07-10-2018;11.72
08-10-2018;11.49
09-10-2018;6.07
10-10-2018;7.95
11-10-2018;9.23
12-10-2018;5.33
13-10-2018;6.73
14-10-2018;4.89
15-10-2018;7.61
16-10-2018;11.35
17-10-2018;10.14
18-10-2018;7.29
19-10-2018;11.48
20-10-2018;9.52
21-10-2018;5.23
22-10-2018;5.27
23-10-2018;6.94
24-10-2018;7.52
25-10-2018;8.68
26-10-2018;5.65
27-10-2018;2.31
28-10-2018;3.14
29-10-2018;1.71
30-10-2018;-2.24
31-10-2018;-3.76
