Дата;Температура, °С
01-05-2012;9.10
02-05-2012;10.50
03-05-2012;11.40
04-05-2012;11.00
05-05-2012;9.10
06-05-2012;7.51
07-05-2012;9.72
08-05-2012;8.40
09-05-2012;9.50
10-05-2012;10.10
11-05-2012;10.10
12-05-2012;11.80
13-05-2012;12.10
14-05-2012;12.20
15-05-2012;11.00
16-05-2012;11.10
17-05-2012;13.20
18-05-2012;16.50
19-05-2012;13.90
20-05-2012;12.70
21-05-2012;14.50
22-05-2012;16.80
23-05-2012;15.00
24-05-2012;13.40
25-05-2012;12.90
26-05-2012;11.80
27-05-2012;10.70
28-05-2012;11.90
29-05-2012;14.70
30-05-2012;16.70
31-05-2012;17.90
