Дата;Температура, °С
31-08-2015;21.10
01-09-2015;21.33
02-09-2015;22.96
03-09-2015;25.00
04-09-2015;26.11
05-09-2015;27.18
06-09-2015;27.03
07-09-2015;25.29
08-09-2015;21.22
09-09-2015;20.53
10-09-2015;20.40
11-09-2015;20.31
12-09-2015;17.52
13-09-2015;17.04
14-09-2015;18.22
15-09-2015;18.23
16-09-2015;18.41
17-09-2015;19.02
18-09-2015;19.53
19-09-2015;20.15
20-09-2015;20.76
21-09-2015;21.77
22-09-2015;22.38
23-09-2015;23.09
24-09-2015;22.46
25-09-2015;21.52
26-09-2015;20.85
27-09-2015;21.40
28-09-2015;21.61
29-09-2015;20.77
30-09-2015;19.74
