Дата;Температура, °С
01-08-2015;21.75
02-08-2015;22.14
03-08-2015;20.71
04-08-2015;21.48
05-08-2015;22.73
06-08-2015;22.84
07-08-2015;20.48
08-08-2015;21.31
09-08-2015;20.65
10-08-2015;21.11
11-08-2015;21.11
12-08-2015;21.35
13-08-2015;21.44
14-08-2015;21.63
15-08-2015;21.38
16-08-2015;21.32
17-08-2015;21.24
18-08-2015;20.04
19-08-2015;20.36
20-08-2015;19.92
21-08-2015;19.17
22-08-2015;19.02
23-08-2015;19.03
24-08-2015;19.14
25-08-2015;19.15
26-08-2015;18.76
27-08-2015;18.87
28-08-2015;18.63
29-08-2015;17.83
30-08-2015;18.52
31-08-2015;18.56
