Дата;Температура, °С
31-10-2015;-1.09
01-11-2015;-0.61
02-11-2015;0.53
03-11-2015;1.60
04-11-2015;1.46
05-11-2015;1.26
06-11-2015;-0.61
07-11-2015;-1.57
08-11-2015;-1.76
09-11-2015;-2.85
10-11-2015;-3.88
11-11-2015;-3.75
12-11-2015;-3.82
13-11-2015;-4.83
14-11-2015;-6.70
15-11-2015;-7.64
16-11-2015;-8.11
17-11-2015;-8.56
18-11-2015;-8.95
19-11-2015;-9.05
20-11-2015;-8.72
21-11-2015;-7.91
22-11-2015;-6.26
23-11-2015;-4.45
24-11-2015;-4.02
25-11-2015;-2.49
26-11-2015;-3.64
27-11-2015;-4.63
28-11-2015;-4.12
29-11-2015;-3.66
30-11-2015;-2.74
