Дата;Температура, °С
31-08-2015;14.40
01-09-2015;13.48
02-09-2015;14.71
03-09-2015;14.49
04-09-2015;14.75
05-09-2015;15.11
06-09-2015;14.27
07-09-2015;14.02
08-09-2015;11.93
09-09-2015;11.88
10-09-2015;11.08
11-09-2015;11.97
12-09-2015;11.85
13-09-2015;11.26
14-09-2015;11.05
15-09-2015;11.60
16-09-2015;12.60
17-09-2015;15.07
18-09-2015;18.99
19-09-2015;18.64
20-09-2015;16.03
21-09-2015;17.44
22-09-2015;15.63
23-09-2015;15.32
24-09-2015;17.56
25-09-2015;18.48
26-09-2015;18.04
27-09-2015;17.70
28-09-2015;14.35
29-09-2015;8.85
30-09-2015;8.71
