Дата;Температура, °С
31-03-2015;1.92
01-04-2015;2.47
02-04-2015;1.88
03-04-2015;2.96
04-04-2015;2.44
05-04-2015;2.79
06-04-2015;2.64
07-04-2015;2.43
08-04-2015;3.53
09-04-2015;4.02
10-04-2015;4.17
11-04-2015;4.89
12-04-2015;5.69
13-04-2015;4.67
14-04-2015;3.47
15-04-2015;2.64
16-04-2015;2.66
17-04-2015;2.36
18-04-2015;1.64
19-04-2015;0.25
20-04-2015;2.00
21-04-2015;3.48
22-04-2015;4.02
23-04-2015;2.83
24-04-2015;2.92
25-04-2015;2.85
26-04-2015;3.26
27-04-2015;5.57
28-04-2015;7.97
29-04-2015;6.88
30-04-2015;5.08
