Дата;Температура, °С
01-10-2013;5.91
02-10-2013;5.20
03-10-2013;3.56
04-10-2013;2.46
05-10-2013;0.65
06-10-2013;2.08
07-10-2013;5.71
08-10-2013;4.45
09-10-2013;5.91
10-10-2013;3.53
11-10-2013;-0.38
12-10-2013;-3.59
13-10-2013;-1.72
14-10-2013;3.74
15-10-2013;5.57
16-10-2013;3.00
17-10-2013;1.87
18-10-2013;4.33
19-10-2013;2.49
20-10-2013;-4.89
21-10-2013;-4.29
22-10-2013;0.05
23-10-2013;0.28
24-10-2013;-0.43
25-10-2013;-2.22
26-10-2013;-0.53
27-10-2013;2.11
28-10-2013;3.40
29-10-2013;3.53
30-10-2013;3.88
31-10-2013;6.07
