Дата;Температура, °С
29-01-2017;-14.67
30-01-2017;-13.82
31-01-2017;-13.00
01-02-2017;-14.94
02-02-2017;-15.51
03-02-2017;-16.33
04-02-2017;-17.23
05-02-2017;-18.47
06-02-2017;-19.32
07-02-2017;-25.56
08-02-2017;-26.61
09-02-2017;-26.71
10-02-2017;-26.13
11-02-2017;-25.43
12-02-2017;-21.51
13-02-2017;-16.32
14-02-2017;-12.48
15-02-2017;-12.78
16-02-2017;-13.29
17-02-2017;-14.87
18-02-2017;-12.70
19-02-2017;-9.74
20-02-2017;-7.75
21-02-2017;-3.11
22-02-2017;-1.38
23-02-2017;-2.34
24-02-2017;-4.32
25-02-2017;-6.13
26-02-2017;-3.50
27-02-2017;-3.93
28-02-2017;-5.25
