Дата;Температура, °С
01-08-2013;22.30
02-08-2013;23.58
03-08-2013;22.37
04-08-2013;19.49
05-08-2013;20.24
06-08-2013;22.53
07-08-2013;23.50
08-08-2013;22.87
09-08-2013;22.96
10-08-2013;23.84
11-08-2013;24.81
12-08-2013;25.07
13-08-2013;24.82
14-08-2013;25.41
15-08-2013;26.66
16-08-2013;26.50
17-08-2013;26.21
18-08-2013;24.10
19-08-2013;22.98
20-08-2013;22.86
21-08-2013;23.27
22-08-2013;24.07
23-08-2013;24.68
24-08-2013;23.68
25-08-2013;23.52
26-08-2013;23.80
27-08-2013;22.73
28-08-2013;22.24
29-08-2013;21.65
30-08-2013;23.00
31-08-2013;22.10
