Дата;Температура, °С
29-01-2019;1.04
30-01-2019;1.48
31-01-2019;1.12
01-02-2019;0.78
02-02-2019;1.00
03-02-2019;1.41
04-02-2019;0.59
05-02-2019;0.98
06-02-2019;2.16
07-02-2019;2.35
08-02-2019;0.64
09-02-2019;0.01
10-02-2019;0.06
11-02-2019;1.60
12-02-2019;1.87
13-02-2019;2.05
14-02-2019;1.20
15-02-2019;-0.76
16-02-2019;0.15
17-02-2019;2.57
18-02-2019;3.42
19-02-2019;-1.87
20-02-2019;-0.08
21-02-2019;2.99
22-02-2019;1.33
23-02-2019;-0.59
24-02-2019;-3.22
25-02-2019;-1.94
26-02-2019;1.69
27-02-2019;1.30
28-02-2019;0.97
