Дата;Температура, °С
31-05-2016;13.95
01-06-2016;12.95
02-06-2016;12.03
03-06-2016;11.51
04-06-2016;14.06
05-06-2016;17.21
06-06-2016;18.42
07-06-2016;18.63
08-06-2016;17.86
09-06-2016;19.15
10-06-2016;20.17
11-06-2016;20.64
12-06-2016;20.89
13-06-2016;20.98
14-06-2016;21.33
15-06-2016;19.64
16-06-2016;18.86
17-06-2016;18.63
18-06-2016;18.03
19-06-2016;16.07
20-06-2016;16.12
21-06-2016;17.07
22-06-2016;18.27
23-06-2016;19.87
24-06-2016;20.06
25-06-2016;19.16
26-06-2016;19.87
27-06-2016;20.17
28-06-2016;19.35
29-06-2016;19.72
30-06-2016;20.34
