Дата;Температура, °С
31-05-2020;17.20
01-06-2020;14.12
02-06-2020;13.02
03-06-2020;15.58
04-06-2020;16.95
05-06-2020;18.16
06-06-2020;16.31
07-06-2020;17.07
08-06-2020;17.96
09-06-2020;19.23
10-06-2020;20.47
11-06-2020;21.82
12-06-2020;20.43
13-06-2020;15.36
14-06-2020;15.82
15-06-2020;17.40
16-06-2020;19.41
17-06-2020;21.90
18-06-2020;19.52
19-06-2020;18.65
20-06-2020;20.43
21-06-2020;17.08
22-06-2020;14.32
23-06-2020;15.49
24-06-2020;17.04
25-06-2020;14.41
26-06-2020;16.13
27-06-2020;19.89
28-06-2020;18.12
29-06-2020;14.99
30-06-2020;14.15
