Дата;Температура, °С
31-03-2015;-2.84
01-04-2015;-1.60
02-04-2015;-1.77
03-04-2015;-2.40
04-04-2015;-2.59
05-04-2015;-1.77
06-04-2015;1.76
07-04-2015;2.83
08-04-2015;2.96
09-04-2015;1.66
10-04-2015;2.18
11-04-2015;5.08
12-04-2015;8.26
13-04-2015;5.64
14-04-2015;3.18
15-04-2015;3.52
16-04-2015;4.28
17-04-2015;2.92
18-04-2015;4.59
19-04-2015;6.55
20-04-2015;7.86
21-04-2015;10.13
22-04-2015;11.54
23-04-2015;13.43
24-04-2015;12.92
25-04-2015;10.44
26-04-2015;9.93
27-04-2015;10.03
28-04-2015;6.79
29-04-2015;4.98
30-04-2015;4.78
