Дата;Температура, °С
31-10-2014;8.01
01-11-2014;7.50
02-11-2014;3.00
03-11-2014;0.03
04-11-2014;-0.22
05-11-2014;2.37
06-11-2014;5.40
07-11-2014;5.52
08-11-2014;5.05
09-11-2014;6.83
10-11-2014;7.64
11-11-2014;7.21
12-11-2014;6.20
13-11-2014;6.28
14-11-2014;6.50
15-11-2014;5.53
16-11-2014;3.61
17-11-2014;0.30
18-11-2014;1.71
19-11-2014;2.75
20-11-2014;2.10
21-11-2014;-0.26
22-11-2014;-1.85
23-11-2014;-2.93
24-11-2014;-2.86
25-11-2014;-4.05
26-11-2014;-3.61
27-11-2014;-1.68
28-11-2014;-1.11
29-11-2014;-1.09
30-11-2014;-0.33
