Дата;Температура, °С
01-08-2013;18.30
02-08-2013;18.69
03-08-2013;19.27
04-08-2013;19.12
05-08-2013;18.18
06-08-2013;17.20
07-08-2013;17.80
08-08-2013;18.26
09-08-2013;18.45
10-08-2013;18.93
11-08-2013;19.64
12-08-2013;18.70
13-08-2013;18.48
14-08-2013;18.11
15-08-2013;17.36
16-08-2013;15.49
17-08-2013;14.53
18-08-2013;15.24
19-08-2013;16.61
20-08-2013;16.49
21-08-2013;15.60
22-08-2013;13.55
23-08-2013;12.46
24-08-2013;13.97
25-08-2013;15.13
26-08-2013;15.82
27-08-2013;16.21
28-08-2013;17.05
29-08-2013;18.28
30-08-2013;17.37
31-08-2013;14.27
