Дата;Температура, °С
01-05-2016;8.68
02-05-2016;8.33
03-05-2016;9.00
04-05-2016;10.16
05-05-2016;10.81
06-05-2016;11.29
07-05-2016;11.70
08-05-2016;10.29
09-05-2016;10.85
10-05-2016;11.60
11-05-2016;11.34
12-05-2016;10.62
13-05-2016;9.82
14-05-2016;10.36
15-05-2016;9.80
16-05-2016;9.77
17-05-2016;11.19
18-05-2016;12.43
19-05-2016;13.47
20-05-2016;14.39
21-05-2016;15.05
22-05-2016;15.67
23-05-2016;16.39
24-05-2016;16.20
25-05-2016;16.92
26-05-2016;16.67
27-05-2016;16.70
28-05-2016;16.63
29-05-2016;16.04
30-05-2016;15.43
31-05-2016;13.63
