Дата;Температура, °С
01-05-2011;12.80
02-05-2011;16.10
03-05-2011;18.10
04-05-2011;17.00
05-05-2011;17.40
06-05-2011;16.10
07-05-2011;14.75
08-05-2011;14.30
09-05-2011;14.10
10-05-2011;14.10
11-05-2011;13.40
12-05-2011;15.80
13-05-2011;16.60
14-05-2011;18.20
15-05-2011;15.00
16-05-2011;15.00
17-05-2011;16.80
18-05-2011;18.90
19-05-2011;19.50
20-05-2011;19.70
21-05-2011;21.20
22-05-2011;21.00
23-05-2011;22.10
24-05-2011;22.20
25-05-2011;22.80
26-05-2011;20.60
27-05-2011;17.00
28-05-2011;20.10
29-05-2011;20.30
30-05-2011;20.30
31-05-2011;22.30
