Дата;Температура, °С
31-08-2017;15.27
01-09-2017;15.51
02-09-2017;15.75
03-09-2017;15.43
04-09-2017;13.79
05-09-2017;11.68
06-09-2017;11.40
07-09-2017;11.88
08-09-2017;11.88
09-09-2017;11.39
10-09-2017;11.62
11-09-2017;12.24
12-09-2017;13.56
13-09-2017;13.82
14-09-2017;14.11
15-09-2017;14.55
16-09-2017;14.33
17-09-2017;13.36
18-09-2017;13.73
19-09-2017;13.41
20-09-2017;12.46
21-09-2017;11.30
22-09-2017;9.61
23-09-2017;8.22
24-09-2017;7.90
25-09-2017;7.12
26-09-2017;6.81
27-09-2017;5.44
28-09-2017;4.90
29-09-2017;5.14
30-09-2017;5.33
