Дата;Температура, °С
31-03-2020;11.00
01-04-2020;5.99
02-04-2020;4.00
03-04-2020;6.26
04-04-2020;8.67
05-04-2020;9.57
06-04-2020;6.54
07-04-2020;5.49
08-04-2020;6.47
09-04-2020;8.73
10-04-2020;9.61
11-04-2020;9.09
12-04-2020;6.91
13-04-2020;7.53
14-04-2020;10.40
15-04-2020;10.83
16-04-2020;7.32
17-04-2020;10.92
18-04-2020;11.39
19-04-2020;11.99
20-04-2020;10.54
21-04-2020;7.91
22-04-2020;8.10
23-04-2020;8.30
24-04-2020;10.46
25-04-2020;12.19
26-04-2020;12.05
27-04-2020;11.71
28-04-2020;10.69
29-04-2020;12.22
30-04-2020;15.04
