Дата;Температура, °С
31-05-2014;7.91
01-06-2014;7.58
02-06-2014;7.68
03-06-2014;9.46
04-06-2014;9.66
05-06-2014;9.11
06-06-2014;10.23
07-06-2014;10.07
08-06-2014;10.58
09-06-2014;12.59
10-06-2014;13.21
11-06-2014;14.34
12-06-2014;15.47
13-06-2014;15.44
14-06-2014;16.90
15-06-2014;18.53
16-06-2014;19.05
17-06-2014;19.46
18-06-2014;18.57
19-06-2014;18.71
20-06-2014;19.03
21-06-2014;20.16
22-06-2014;21.77
23-06-2014;21.95
24-06-2014;22.56
25-06-2014;22.84
26-06-2014;22.20
27-06-2014;22.49
28-06-2014;22.47
29-06-2014;21.18
30-06-2014;19.13
