Дата;Температура, °С
01-03-2018;-10.56
02-03-2018;-11.23
03-03-2018;-9.67
04-03-2018;-9.99
05-03-2018;-12.99
06-03-2018;-14.52
07-03-2018;-14.08
08-03-2018;-14.40
09-03-2018;-14.29
10-03-2018;-12.95
11-03-2018;-10.72
12-03-2018;-6.74
13-03-2018;-3.89
14-03-2018;-5.32
15-03-2018;-9.43
16-03-2018;-9.63
17-03-2018;-4.50
18-03-2018;-2.76
19-03-2018;-8.01
20-03-2018;-7.29
21-03-2018;-2.46
22-03-2018;-1.39
23-03-2018;-0.83
24-03-2018;1.88
25-03-2018;3.20
26-03-2018;4.51
27-03-2018;4.70
28-03-2018;3.49
29-03-2018;1.32
30-03-2018;2.55
31-03-2018;1.18
