Дата;Температура, °С
01-05-2018;7.63
02-05-2018;7.48
03-05-2018;7.45
04-05-2018;6.87
05-05-2018;8.24
06-05-2018;7.08
07-05-2018;7.43
08-05-2018;9.20
09-05-2018;11.97
10-05-2018;12.22
11-05-2018;15.02
12-05-2018;12.86
13-05-2018;12.73
14-05-2018;11.91
15-05-2018;14.98
16-05-2018;12.63
17-05-2018;12.61
18-05-2018;13.52
19-05-2018;16.15
20-05-2018;15.69
21-05-2018;16.54
22-05-2018;15.03
23-05-2018;10.00
24-05-2018;9.99
25-05-2018;10.99
26-05-2018;11.43
27-05-2018;13.24
28-05-2018;15.78
29-05-2018;16.98
30-05-2018;16.25
31-05-2018;17.51
