Дата;Температура, °С
01-08-2020;14.07
02-08-2020;14.23
03-08-2020;15.20
04-08-2020;16.91
05-08-2020;17.92
06-08-2020;17.33
07-08-2020;17.82
08-08-2020;18.04
09-08-2020;18.31
10-08-2020;16.78
11-08-2020;13.32
12-08-2020;12.65
13-08-2020;12.91
14-08-2020;13.76
15-08-2020;15.72
16-08-2020;16.74
17-08-2020;13.96
18-08-2020;13.31
19-08-2020;14.75
20-08-2020;16.32
21-08-2020;17.38
22-08-2020;17.64
23-08-2020;16.91
24-08-2020;16.83
25-08-2020;15.42
26-08-2020;14.18
27-08-2020;12.69
28-08-2020;12.49
29-08-2020;13.02
30-08-2020;12.92
31-08-2020;12.80
