Дата;Температура, °С
31-05-2017;12.19
01-06-2017;13.13
02-06-2017;12.40
03-06-2017;11.38
04-06-2017;11.12
05-06-2017;12.25
06-06-2017;14.10
07-06-2017;15.16
08-06-2017;15.02
09-06-2017;15.26
10-06-2017;15.23
11-06-2017;15.42
12-06-2017;15.93
13-06-2017;15.80
14-06-2017;16.41
15-06-2017;16.70
16-06-2017;17.13
17-06-2017;18.10
18-06-2017;18.73
19-06-2017;18.22
20-06-2017;18.36
21-06-2017;17.57
22-06-2017;17.46
23-06-2017;17.19
24-06-2017;16.91
25-06-2017;17.15
26-06-2017;18.74
27-06-2017;18.97
28-06-2017;19.27
29-06-2017;19.53
30-06-2017;19.45
