Дата;Температура, °С
01-12-2019;-13.28
02-12-2019;-15.11
03-12-2019;-18.58
04-12-2019;-19.68
05-12-2019;-20.84
06-12-2019;-19.18
07-12-2019;-18.79
08-12-2019;-19.91
09-12-2019;-16.62
10-12-2019;-14.75
11-12-2019;-17.71
12-12-2019;-18.93
13-12-2019;-16.41
14-12-2019;-15.65
15-12-2019;-13.34
16-12-2019;-11.99
17-12-2019;-13.10
18-12-2019;-20.37
19-12-2019;-23.07
20-12-2019;-22.35
21-12-2019;-21.03
22-12-2019;-22.63
23-12-2019;-22.65
24-12-2019;-23.05
25-12-2019;-22.77
26-12-2019;-24.56
27-12-2019;-26.41
28-12-2019;-25.16
29-12-2019;-21.08
30-12-2019;-21.36
31-12-2019;-24.24
