Дата;Температура, °С
31-10-2011;6.37
01-11-2011;7.01
02-11-2011;5.55
03-11-2011;5.85
04-11-2011;3.25
05-11-2011;-1.60
06-11-2011;-7.53
07-11-2011;-4.62
08-11-2011;0.76
09-11-2011;1.23
10-11-2011;-0.36
11-11-2011;-0.70
12-11-2011;0.23
13-11-2011;-0.18
14-11-2011;-0.64
15-11-2011;-1.84
16-11-2011;-4.31
17-11-2011;0.65
18-11-2011;-0.41
19-11-2011;0.95
20-11-2011;-1.85
21-11-2011;-5.87
22-11-2011;-4.56
23-11-2011;-8.45
24-11-2011;-4.19
25-11-2011;-1.60
26-11-2011;0.45
27-11-2011;1.76
28-11-2011;2.44
29-11-2011;0.83
30-11-2011;-1.40
