Дата;Температура, °С
01-03-2016;6.81
02-03-2016;7.37
03-03-2016;7.19
04-03-2016;9.33
05-03-2016;9.11
06-03-2016;7.99
07-03-2016;7.61
08-03-2016;6.80
09-03-2016;5.57
10-03-2016;4.06
11-03-2016;4.74
12-03-2016;6.48
13-03-2016;6.88
14-03-2016;4.67
15-03-2016;0.96
16-03-2016;0.60
17-03-2016;3.28
18-03-2016;5.29
19-03-2016;4.63
20-03-2016;-0.57
21-03-2016;1.58
22-03-2016;5.63
23-03-2016;6.63
24-03-2016;8.19
25-03-2016;10.35
26-03-2016;7.55
27-03-2016;5.47
28-03-2016;5.72
29-03-2016;6.68
30-03-2016;6.92
31-03-2016;8.23
