Дата;Температура, °С
01-12-2013;-3.59
02-12-2013;-3.06
03-12-2013;-4.61
04-12-2013;-5.50
05-12-2013;-4.73
06-12-2013;-4.28
07-12-2013;-4.90
08-12-2013;-5.16
09-12-2013;-7.19
10-12-2013;-9.20
11-12-2013;-11.15
12-12-2013;-9.71
13-12-2013;-5.86
14-12-2013;-5.50
15-12-2013;-7.92
16-12-2013;-9.51
17-12-2013;-8.69
18-12-2013;-6.71
19-12-2013;-7.49
20-12-2013;-9.62
21-12-2013;-8.67
22-12-2013;-6.18
23-12-2013;-6.84
24-12-2013;-6.50
25-12-2013;-5.21
26-12-2013;-4.93
27-12-2013;-4.22
28-12-2013;-3.53
29-12-2013;-2.96
30-12-2013;-2.99
31-12-2013;-2.82
