Дата;Температура, °С
01-03-2020;-1.78
02-03-2020;-1.43
03-03-2020;-0.10
04-03-2020;-0.05
05-03-2020;-0.81
06-03-2020;-3.07
07-03-2020;-2.11
08-03-2020;0.05
09-03-2020;1.18
10-03-2020;1.49
11-03-2020;1.77
12-03-2020;2.78
13-03-2020;2.96
14-03-2020;1.99
15-03-2020;-0.29
16-03-2020;-0.73
17-03-2020;-0.04
18-03-2020;1.69
19-03-2020;2.76
20-03-2020;1.58
21-03-2020;0.08
22-03-2020;-1.60
23-03-2020;-2.87
24-03-2020;-2.77
25-03-2020;-0.37
26-03-2020;2.44
27-03-2020;3.81
28-03-2020;4.34
29-03-2020;4.80
30-03-2020;3.90
31-03-2020;2.42
