Дата;Температура, °С
01-01-2018;-7.08
02-01-2018;-7.80
03-01-2018;-8.42
04-01-2018;-9.00
05-01-2018;-10.00
06-01-2018;-9.36
07-01-2018;-7.02
08-01-2018;-7.42
09-01-2018;-8.38
10-01-2018;-7.53
11-01-2018;-8.24
12-01-2018;-11.38
13-01-2018;-13.93
14-01-2018;-12.92
15-01-2018;-10.65
16-01-2018;-10.16
17-01-2018;-10.54
18-01-2018;-12.69
19-01-2018;-15.56
20-01-2018;-17.82
21-01-2018;-17.39
22-01-2018;-17.83
23-01-2018;-17.99
24-01-2018;-17.97
25-01-2018;-17.15
26-01-2018;-15.54
27-01-2018;-14.10
28-01-2018;-11.79
29-01-2018;-10.37
30-01-2018;-9.78
31-01-2018;-10.98
