Дата;Температура, °С
01-07-2012;23.80
02-07-2012;24.30
03-07-2012;25.10
04-07-2012;25.80
05-07-2012;24.00
06-07-2012;21.90
07-07-2012;17.70
08-07-2012;17.20
09-07-2012;19.90
10-07-2012;22.60
11-07-2012;24.50
12-07-2012;26.10
13-07-2012;25.50
14-07-2012;26.70
15-07-2012;25.10
16-07-2012;26.00
17-07-2012;27.30
18-07-2012;27.40
19-07-2012;22.00
20-07-2012;21.30
21-07-2012;20.20
22-07-2012;20.70
23-07-2012;20.50
24-07-2012;18.60
25-07-2012;17.80
26-07-2012;18.60
27-07-2012;18.30
28-07-2012;19.00
29-07-2012;15.40
30-07-2012;14.50
31-07-2012;16.40
