Дата;Температура, °С
01-12-2017;-1.22
02-12-2017;-0.48
03-12-2017;0.38
04-12-2017;-1.06
05-12-2017;-3.24
06-12-2017;-4.19
07-12-2017;-5.54
08-12-2017;-4.28
09-12-2017;-2.25
10-12-2017;-2.02
11-12-2017;-2.15
12-12-2017;-2.26
13-12-2017;-0.20
14-12-2017;-0.99
15-12-2017;-1.14
16-12-2017;-0.85
17-12-2017;-1.43
18-12-2017;-1.50
19-12-2017;-3.04
20-12-2017;-2.59
21-12-2017;-2.13
22-12-2017;-1.59
23-12-2017;-3.21
24-12-2017;-4.17
25-12-2017;-7.05
26-12-2017;-5.84
27-12-2017;-4.62
28-12-2017;-3.76
29-12-2017;-1.99
30-12-2017;1.00
31-12-2017;0.07
