Дата;Температура, °С
29-01-2013;-15.80
30-01-2013;-15.10
31-01-2013;-8.70
01-02-2013;-7.70
02-02-2013;-8.20
03-02-2013;-2.40
04-02-2013;-0.60
05-02-2013;-1.10
06-02-2013;-4.00
07-02-2013;-6.70
08-02-2013;-6.30
09-02-2013;-6.70
10-02-2013;-6.80
11-02-2013;-7.90
12-02-2013;-8.60
13-02-2013;-9.70
14-02-2013;-10.20
15-02-2013;-8.90
16-02-2013;-7.60
17-02-2013;-6.50
18-02-2013;-8.00
19-02-2013;-9.80
20-02-2013;-11.70
21-02-2013;-13.10
22-02-2013;-11.10
23-02-2013;-12.20
24-02-2013;-9.10
25-02-2013;-5.40
26-02-2013;-5.50
27-02-2013;-5.40
28-02-2013;-8.00
