Дата;Температура, °С
01-08-2016;22.53
02-08-2016;22.72
03-08-2016;21.98
04-08-2016;21.49
05-08-2016;21.34
06-08-2016;20.72
07-08-2016;19.37
08-08-2016;20.22
09-08-2016;20.54
10-08-2016;20.95
11-08-2016;22.41
12-08-2016;23.02
13-08-2016;21.99
14-08-2016;20.73
15-08-2016;19.83
16-08-2016;18.75
17-08-2016;18.97
18-08-2016;19.15
19-08-2016;19.15
20-08-2016;19.56
21-08-2016;18.99
22-08-2016;18.83
23-08-2016;19.03
24-08-2016;18.26
25-08-2016;15.03
26-08-2016;15.36
27-08-2016;16.49
28-08-2016;15.09
29-08-2016;13.74
30-08-2016;16.45
31-08-2016;17.47
