Дата;Температура, °С
31-05-2013;15.60
01-06-2013;15.40
02-06-2013;15.00
03-06-2013;13.50
04-06-2013;14.70
05-06-2013;14.20
06-06-2013;13.20
07-06-2013;12.70
08-06-2013;13.60
09-06-2013;14.50
10-06-2013;17.10
11-06-2013;18.60
12-06-2013;20.30
13-06-2013;20.10
14-06-2013;15.40
15-06-2013;14.10
16-06-2013;18.70
17-06-2013;18.20
18-06-2013;19.87
19-06-2013;21.54
20-06-2013;22.48
21-06-2013;22.61
22-06-2013;21.49
23-06-2013;20.92
24-06-2013;21.00
25-06-2013;21.41
26-06-2013;21.73
27-06-2013;21.65
28-06-2013;18.89
29-06-2013;15.32
30-06-2013;14.10
