Дата;Температура, °С
01-08-2011;18.45
02-08-2011;17.46
03-08-2011;16.76
04-08-2011;16.73
05-08-2011;16.27
06-08-2011;17.10
07-08-2011;17.34
08-08-2011;19.06
09-08-2011;20.50
10-08-2011;19.99
11-08-2011;20.06
12-08-2011;19.95
13-08-2011;20.98
14-08-2011;21.58
15-08-2011;22.05
16-08-2011;19.66
17-08-2011;18.25
18-08-2011;16.92
19-08-2011;16.32
20-08-2011;15.55
21-08-2011;14.33
22-08-2011;14.24
23-08-2011;13.78
24-08-2011;13.65
25-08-2011;14.15
26-08-2011;14.33
27-08-2011;15.50
28-08-2011;15.40
29-08-2011;16.18
30-08-2011;17.98
31-08-2011;17.77
