Дата;Температура, °С
01-01-2018;0.47
02-01-2018;1.38
03-01-2018;1.77
04-01-2018;0.85
05-01-2018;-1.45
06-01-2018;-0.30
07-01-2018;1.60
08-01-2018;-2.51
09-01-2018;-4.03
10-01-2018;-3.87
11-01-2018;-4.48
12-01-2018;-6.40
13-01-2018;-8.69
14-01-2018;-8.29
15-01-2018;-6.61
16-01-2018;-7.90
17-01-2018;-7.57
18-01-2018;-7.03
19-01-2018;-7.26
20-01-2018;-8.57
21-01-2018;-5.54
22-01-2018;-8.36
23-01-2018;-10.60
24-01-2018;-10.09
25-01-2018;-9.91
26-01-2018;-7.78
27-01-2018;-7.50
28-01-2018;-7.30
29-01-2018;-6.52
30-01-2018;-2.29
31-01-2018;-3.38
