Дата;Температура, °С
31-08-2015;10.75
01-09-2015;11.20
02-09-2015;12.56
03-09-2015;12.80
04-09-2015;12.91
05-09-2015;16.17
06-09-2015;18.65
07-09-2015;21.50
08-09-2015;16.68
09-09-2015;14.88
10-09-2015;12.81
11-09-2015;11.15
12-09-2015;11.00
13-09-2015;12.15
14-09-2015;13.58
15-09-2015;14.77
16-09-2015;14.61
17-09-2015;14.55
18-09-2015;16.67
19-09-2015;20.20
20-09-2015;18.35
21-09-2015;16.38
22-09-2015;18.48
23-09-2015;19.26
24-09-2015;19.80
25-09-2015;19.44
26-09-2015;19.34
27-09-2015;19.86
28-09-2015;20.38
29-09-2015;16.70
30-09-2015;10.64
