Дата;Температура, °С
31-03-2019;0.82
01-04-2019;2.85
02-04-2019;2.02
03-04-2019;1.50
04-04-2019;1.81
05-04-2019;2.78
06-04-2019;2.40
07-04-2019;3.54
08-04-2019;5.17
09-04-2019;4.40
10-04-2019;3.22
11-04-2019;5.22
12-04-2019;7.11
13-04-2019;3.52
14-04-2019;-2.15
15-04-2019;-0.78
16-04-2019;0.03
17-04-2019;-7.06
18-04-2019;-4.12
19-04-2019;1.05
20-04-2019;1.36
21-04-2019;3.27
22-04-2019;6.46
23-04-2019;6.68
24-04-2019;3.86
25-04-2019;2.53
26-04-2019;0.33
27-04-2019;1.79
28-04-2019;1.62
29-04-2019;-2.87
30-04-2019;-2.50
