Дата;Температура, °С
30-01-2016;1.27
31-01-2016;1.97
01-02-2016;0.46
02-02-2016;-0.30
03-02-2016;2.21
04-02-2016;1.25
05-02-2016;-0.94
06-02-2016;-1.57
07-02-2016;-2.81
08-02-2016;-1.44
09-02-2016;-1.65
10-02-2016;0.46
11-02-2016;-0.01
12-02-2016;-0.68
13-02-2016;0.48
14-02-2016;-1.03
15-02-2016;1.56
16-02-2016;1.64
17-02-2016;-2.58
18-02-2016;-4.75
19-02-2016;-5.09
20-02-2016;-3.53
21-02-2016;-5.37
22-02-2016;-3.17
23-02-2016;1.82
24-02-2016;0.30
25-02-2016;-0.16
26-02-2016;0.04
27-02-2016;0.44
28-02-2016;-1.55
29-02-2016;-0.69
