Дата;Температура, °С
01-03-2020;0.47
02-03-2020;3.10
03-03-2020;3.02
04-03-2020;3.53
05-03-2020;4.65
06-03-2020;4.89
07-03-2020;5.92
08-03-2020;6.59
09-03-2020;6.04
10-03-2020;6.98
11-03-2020;6.08
12-03-2020;6.00
13-03-2020;5.41
14-03-2020;2.88
15-03-2020;-3.70
16-03-2020;-1.35
17-03-2020;3.43
18-03-2020;4.59
19-03-2020;7.35
20-03-2020;3.70
21-03-2020;-0.17
22-03-2020;-2.74
23-03-2020;-2.79
24-03-2020;-1.39
25-03-2020;2.57
26-03-2020;6.66
27-03-2020;7.54
28-03-2020;8.64
29-03-2020;9.14
30-03-2020;3.07
31-03-2020;-2.09
