Дата;Температура, °С
01-01-2019;-15.03
02-01-2019;-12.81
03-01-2019;-8.91
04-01-2019;-10.13
05-01-2019;-13.56
06-01-2019;-11.21
07-01-2019;-14.22
08-01-2019;-17.78
09-01-2019;-16.06
10-01-2019;-20.05
11-01-2019;-19.72
12-01-2019;-16.51
13-01-2019;-7.06
14-01-2019;-6.87
15-01-2019;-12.07
16-01-2019;-9.88
17-01-2019;-7.43
18-01-2019;-8.52
19-01-2019;-7.23
20-01-2019;-7.69
21-01-2019;-10.72
22-01-2019;-12.06
23-01-2019;-17.45
24-01-2019;-22.39
25-01-2019;-20.06
26-01-2019;-21.57
27-01-2019;-23.45
28-01-2019;-19.82
29-01-2019;-16.14
30-01-2019;-18.57
31-01-2019;-22.16
