Дата;Температура, °С
01-12-2013;-9.88
02-12-2013;-9.32
03-12-2013;-8.27
04-12-2013;-5.94
05-12-2013;-7.51
06-12-2013;-11.09
07-12-2013;-13.31
08-12-2013;-14.72
09-12-2013;-16.13
10-12-2013;-19.22
11-12-2013;-17.90
12-12-2013;-16.88
13-12-2013;-16.85
14-12-2013;-17.15
15-12-2013;-16.18
16-12-2013;-14.75
17-12-2013;-15.34
18-12-2013;-15.24
19-12-2013;-15.08
20-12-2013;-14.21
21-12-2013;-15.20
22-12-2013;-17.73
23-12-2013;-16.72
24-12-2013;-18.37
25-12-2013;-18.45
26-12-2013;-18.89
27-12-2013;-19.97
28-12-2013;-20.28
29-12-2013;-17.75
30-12-2013;-16.85
31-12-2013;-14.67
