Дата;Температура, °С
01-05-2015;10.33
02-05-2015;14.03
03-05-2015;12.13
04-05-2015;9.84
05-05-2015;9.96
06-05-2015;10.68
07-05-2015;11.20
08-05-2015;12.10
09-05-2015;13.41
10-05-2015;14.68
11-05-2015;14.97
12-05-2015;15.54
13-05-2015;15.95
14-05-2015;14.41
15-05-2015;11.32
16-05-2015;9.52
17-05-2015;9.32
18-05-2015;9.43
19-05-2015;9.13
20-05-2015;13.35
21-05-2015;17.26
22-05-2015;18.88
23-05-2015;16.48
24-05-2015;15.84
25-05-2015;15.89
26-05-2015;19.76
27-05-2015;21.88
28-05-2015;20.80
29-05-2015;19.85
30-05-2015;19.23
31-05-2015;18.34
