Дата;Температура, °С
01-03-2018;-16.06
02-03-2018;-17.41
03-03-2018;-16.65
04-03-2018;-16.81
05-03-2018;-16.50
06-03-2018;-13.03
07-03-2018;-8.05
08-03-2018;-9.81
09-03-2018;-11.18
10-03-2018;-8.76
11-03-2018;-9.62
12-03-2018;-12.55
13-03-2018;-15.65
14-03-2018;-15.20
15-03-2018;-9.07
16-03-2018;-3.92
17-03-2018;-3.66
18-03-2018;-3.05
19-03-2018;-1.63
20-03-2018;-2.67
21-03-2018;-2.84
22-03-2018;-0.41
23-03-2018;3.74
24-03-2018;2.72
25-03-2018;-0.53
26-03-2018;-1.49
27-03-2018;-1.52
28-03-2018;0.48
29-03-2018;0.95
30-03-2018;1.35
31-03-2018;-4.59
