Дата;Температура, °С
31-03-2019;2.84
01-04-2019;2.71
02-04-2019;3.80
03-04-2019;2.62
04-04-2019;1.35
05-04-2019;0.75
06-04-2019;1.95
07-04-2019;1.06
08-04-2019;0.98
09-04-2019;2.85
10-04-2019;3.87
11-04-2019;1.09
12-04-2019;2.72
13-04-2019;7.60
14-04-2019;4.90
15-04-2019;-0.06
16-04-2019;-0.41
17-04-2019;1.19
18-04-2019;-0.29
19-04-2019;-2.08
20-04-2019;0.88
21-04-2019;2.11
22-04-2019;1.56
23-04-2019;3.56
24-04-2019;6.31
25-04-2019;7.46
26-04-2019;7.08
27-04-2019;3.56
28-04-2019;3.93
29-04-2019;7.99
30-04-2019;11.99
