Дата;Температура, °С
31-05-2019;17.56
01-06-2019;16.11
02-06-2019;16.01
03-06-2019;16.18
04-06-2019;15.47
05-06-2019;16.95
06-06-2019;18.80
07-06-2019;19.04
08-06-2019;19.28
09-06-2019;19.63
10-06-2019;20.07
11-06-2019;19.62
12-06-2019;18.78
13-06-2019;15.45
14-06-2019;14.93
15-06-2019;15.19
16-06-2019;16.27
17-06-2019;16.60
18-06-2019;17.76
19-06-2019;18.73
20-06-2019;20.15
21-06-2019;20.52
22-06-2019;20.60
23-06-2019;20.68
24-06-2019;19.77
25-06-2019;17.79
26-06-2019;16.89
27-06-2019;16.57
28-06-2019;16.73
29-06-2019;16.76
30-06-2019;17.16
