Дата;Температура, °С
01-08-2013;18.81
02-08-2013;18.84
03-08-2013;19.39
04-08-2013;19.92
05-08-2013;18.86
06-08-2013;16.70
07-08-2013;15.92
08-08-2013;16.40
09-08-2013;17.85
10-08-2013;18.68
11-08-2013;19.00
12-08-2013;16.40
13-08-2013;16.58
14-08-2013;19.03
15-08-2013;19.42
16-08-2013;20.62
17-08-2013;20.87
18-08-2013;18.43
19-08-2013;16.65
20-08-2013;15.74
21-08-2013;15.67
22-08-2013;15.87
23-08-2013;16.56
24-08-2013;17.27
25-08-2013;16.03
26-08-2013;13.46
27-08-2013;10.71
28-08-2013;10.11
29-08-2013;12.20
30-08-2013;13.12
31-08-2013;14.74
