Дата;Температура, °С
31-05-2016;13.40
01-06-2016;15.30
02-06-2016;14.93
03-06-2016;13.33
04-06-2016;13.21
05-06-2016;11.64
06-06-2016;13.30
07-06-2016;13.46
08-06-2016;13.54
09-06-2016;13.67
10-06-2016;14.34
11-06-2016;13.86
12-06-2016;14.01
13-06-2016;15.04
14-06-2016;13.92
15-06-2016;14.80
16-06-2016;15.89
17-06-2016;16.58
18-06-2016;15.85
19-06-2016;15.61
20-06-2016;17.53
21-06-2016;17.39
22-06-2016;16.96
23-06-2016;16.46
24-06-2016;16.01
25-06-2016;16.56
26-06-2016;16.94
27-06-2016;17.87
28-06-2016;18.75
29-06-2016;18.15
30-06-2016;17.66
