Дата;Температура, °С
31-05-2016;6.81
01-06-2016;7.39
02-06-2016;11.05
03-06-2016;14.43
04-06-2016;15.14
05-06-2016;15.64
06-06-2016;16.37
07-06-2016;16.85
08-06-2016;17.97
09-06-2016;16.49
10-06-2016;15.73
11-06-2016;17.16
12-06-2016;18.32
13-06-2016;19.43
14-06-2016;19.20
15-06-2016;18.04
16-06-2016;18.51
17-06-2016;18.03
18-06-2016;19.19
19-06-2016;20.90
20-06-2016;21.94
21-06-2016;22.38
22-06-2016;21.96
23-06-2016;21.63
24-06-2016;20.56
25-06-2016;16.96
26-06-2016;16.15
27-06-2016;17.57
28-06-2016;14.55
29-06-2016;15.31
30-06-2016;16.16
