Дата;Температура, °С
01-07-2012;16.00
02-07-2012;18.80
03-07-2012;18.20
04-07-2012;17.40
05-07-2012;17.10
06-07-2012;17.80
07-07-2012;20.80
08-07-2012;21.80
09-07-2012;19.20
10-07-2012;17.20
11-07-2012;19.00
12-07-2012;20.40
13-07-2012;19.80
14-07-2012;18.20
15-07-2012;17.80
16-07-2012;17.00
17-07-2012;16.40
18-07-2012;15.90
19-07-2012;14.60
20-07-2012;14.90
21-07-2012;16.30
22-07-2012;15.10
23-07-2012;14.00
24-07-2012;15.20
25-07-2012;17.70
26-07-2012;17.10
27-07-2012;17.30
28-07-2012;18.50
29-07-2012;23.30
30-07-2012;25.10
31-07-2012;21.70
