Дата;Температура, °С
01-07-2013;17.85
02-07-2013;18.39
03-07-2013;19.40
04-07-2013;20.42
05-07-2013;21.35
06-07-2013;21.63
07-07-2013;20.88
08-07-2013;20.47
09-07-2013;19.27
10-07-2013;18.97
11-07-2013;19.35
12-07-2013;19.89
13-07-2013;20.00
14-07-2013;19.47
15-07-2013;19.15
16-07-2013;19.27
17-07-2013;19.24
18-07-2013;19.46
19-07-2013;19.44
20-07-2013;19.69
21-07-2013;19.49
22-07-2013;18.91
23-07-2013;18.90
24-07-2013;18.68
25-07-2013;18.64
26-07-2013;18.71
27-07-2013;18.56
28-07-2013;19.28
29-07-2013;19.30
30-07-2013;19.41
31-07-2013;19.11
