Дата;Температура, °С
01-01-2020;-7.38
02-01-2020;-8.92
03-01-2020;-12.03
04-01-2020;-5.63
05-01-2020;-3.17
06-01-2020;-2.86
07-01-2020;-9.23
08-01-2020;-12.08
09-01-2020;-10.62
10-01-2020;-7.70
11-01-2020;-7.81
12-01-2020;-7.04
13-01-2020;-6.25
14-01-2020;-4.59
15-01-2020;-9.22
16-01-2020;-5.44
17-01-2020;-4.19
18-01-2020;-7.23
19-01-2020;-9.36
20-01-2020;-8.32
21-01-2020;-10.91
22-01-2020;-7.12
23-01-2020;-5.19
24-01-2020;-7.74
25-01-2020;-10.94
26-01-2020;-11.06
27-01-2020;-13.04
28-01-2020;-19.68
29-01-2020;-22.51
30-01-2020;-18.53
31-01-2020;-13.07
