Дата;Температура, °С
01-10-2015;4.09
02-10-2015;3.98
03-10-2015;5.15
04-10-2015;3.64
05-10-2015;3.22
06-10-2015;5.84
07-10-2015;3.57
08-10-2015;1.96
09-10-2015;0.02
10-10-2015;-0.43
11-10-2015;-0.93
12-10-2015;-1.80
13-10-2015;-2.69
14-10-2015;-1.58
15-10-2015;0.06
16-10-2015;-1.66
17-10-2015;-1.38
18-10-2015;1.32
19-10-2015;-0.07
20-10-2015;-4.82
21-10-2015;-10.20
22-10-2015;-8.69
23-10-2015;-3.48
24-10-2015;-0.32
25-10-2015;0.29
26-10-2015;0.39
27-10-2015;0.67
28-10-2015;1.38
29-10-2015;0.67
30-10-2015;-1.90
31-10-2015;-5.60
