Дата;Температура, °С
01-10-2011;7.46
02-10-2011;8.62
03-10-2011;10.60
04-10-2011;11.13
05-10-2011;11.29
06-10-2011;9.40
07-10-2011;9.54
08-10-2011;7.69
09-10-2011;6.68
10-10-2011;6.61
11-10-2011;7.61
12-10-2011;7.45
13-10-2011;8.60
14-10-2011;9.37
15-10-2011;6.73
16-10-2011;6.21
17-10-2011;8.14
18-10-2011;6.17
19-10-2011;1.82
20-10-2011;1.23
21-10-2011;2.24
22-10-2011;0.44
23-10-2011;-0.86
24-10-2011;0.11
25-10-2011;2.26
26-10-2011;3.64
27-10-2011;3.22
28-10-2011;2.00
29-10-2011;-0.31
30-10-2011;-2.53
31-10-2011;-3.79
