Дата;Температура, °С
01-03-2020;-3.69
02-03-2020;-0.31
03-03-2020;-0.37
04-03-2020;-2.21
05-03-2020;-0.55
06-03-2020;0.55
07-03-2020;0.36
08-03-2020;0.05
09-03-2020;1.82
10-03-2020;3.36
11-03-2020;2.66
12-03-2020;2.15
13-03-2020;1.05
14-03-2020;-3.37
15-03-2020;-4.22
16-03-2020;-0.54
17-03-2020;-0.28
18-03-2020;2.57
19-03-2020;1.69
20-03-2020;-1.13
21-03-2020;-4.26
22-03-2020;-3.39
23-03-2020;-1.52
24-03-2020;0.54
25-03-2020;3.71
26-03-2020;4.18
27-03-2020;3.73
28-03-2020;4.02
29-03-2020;0.09
30-03-2020;-2.92
31-03-2020;-3.38
