Дата;Температура, °С
01-01-2020;3.15
02-01-2020;1.30
03-01-2020;0.19
04-01-2020;0.54
05-01-2020;0.96
06-01-2020;1.56
07-01-2020;1.04
08-01-2020;0.42
09-01-2020;-0.86
10-01-2020;-0.15
11-01-2020;1.91
12-01-2020;2.52
13-01-2020;0.51
14-01-2020;2.25
15-01-2020;1.46
16-01-2020;0.40
17-01-2020;-0.17
18-01-2020;0.23
19-01-2020;0.28
20-01-2020;-1.12
21-01-2020;-1.15
22-01-2020;2.67
23-01-2020;1.73
24-01-2020;-2.04
25-01-2020;2.21
26-01-2020;2.92
27-01-2020;2.78
28-01-2020;3.99
29-01-2020;4.69
30-01-2020;4.12
31-01-2020;2.07
